"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Crohn_case_control.Est","Crohn_case_control.SE","Crohn_case_control.t.val","Crohn_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","SDC_GENDER.Est","SDC_GENDER.SE","SDC_GENDER.t.val","SDC_GENDER.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","Crohn_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","SDC_GENDER.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","Crohn_case_control.rab.all","Crohn_case_control.rab.win.0","Crohn_case_control.rab.win.1","Crohn_case_control.diff.btw","Crohn_case_control.diff.win","Crohn_case_control.effect","Crohn_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","SDC_GENDER.rab.all","SDC_GENDER.rab.win.1","SDC_GENDER.rab.win.2","SDC_GENDER.diff.btw","SDC_GENDER.diff.win","SDC_GENDER.effect","SDC_GENDER.overlap"
"7e464b9b7f9ca86103a675a09263efec",-1.94257772294117,8.74617915905641,-0.222891074312621,0.706369344540008,0.335428835496028,0.471712760285937,0.722026581013368,0.495583423384371,-0.133005403545384,1.27106689013469,-0.110844728404067,0.835445926671813,0.0199167024323768,0.0304425702627261,0.653350715801387,0.528234140883463,0.154965804725105,1.1482662407935,0.134823961617222,0.768133692112679,-0.16447318962561,0.0624054798761584,-2.65155816685504,0.0154875201633223,0.222837363409154,0.0780387404631295,2.87132370153822,0.00856677134338192,-21.1123615040806,7.61834882424075,-2.78432386503854,0.0099404551421011,0.055873168638537,0.0458789532790162,1.2266622111129,0.259321034746908,-0.334427824014552,0.42695472715954,-0.775255560275756,0.466855158981393,-0.149994669865343,0.157298167931704,-0.965018372254186,0.367452116829741,-0.307297024171836,0.288832836285332,-1.05782090973816,0.332697798683743,0.0756899207296797,0.0722508171381791,1.05343650647514,0.304843585648868,1,1,1,1,1,0.561615261782154,0.391620213758235,0.467474181217777,1,1,1,0.996722052529618,1,1.89574635001972,1.79655861446831,1.99367177335634,0.433263770836684,2.54920039076442,0.127167047943031,0.427662037552532,1.89574635001972,1.92749939238344,1.51587273608382,-0.353821936007132,1.88797486242288,-0.189498534396231,0.416342521040547,1.89574635001972,1.91300069945552,1.89149346979356,-0.214688383156521,2.46786099410687,-0.0670717284446289,0.460060061268368
"41f01f3e3cbf6beb908ae1ebb553208e",-0.539021594055701,15.3201387584832,-0.0337669614354867,0.605143393529848,0.751140426909142,0.826269941457194,0.921566110990124,0.415354505687966,-0.342270877610488,2.2264489183272,-0.15032338387813,0.630870826711727,-0.0210944678872483,0.0533243593697608,-0.404124009481142,0.558555171822495,-0.00919064900886485,2.01134664871605,-0.00524795329434905,0.584939205609099,-0.0656295780622606,0.109311802743316,-0.601011935733398,0.536414599895032,0.0699976292525821,0.13669561424367,0.513353488170701,0.568274021501565,-5.52844669072289,13.3445884168793,-0.414319262742159,0.587352401447582,-0.0220615092979356,0.0803633126587272,-0.277484614815723,0.595103891683888,0.257618609506296,0.747870075003147,0.354574505969097,0.570611728949432,-0.16906087571415,0.275529430091034,-0.629222935921314,0.492357797994229,0.317166672379986,0.505930538287182,0.631563095755383,0.452730077315446,0.0727660321759815,0.126557268475863,0.577625104651113,0.511760269709006,0.994377032544093,0.98808170051866,1,1,1,1,1,1,0.997455396171564,1,0.999555670383347,1,0.997111163065707,-4.57541486244851,-4.85590867716688,-4.2453373271546,0.850177707551818,5.62089931333553,0.13853186169465,0.432581018997614,-4.57541486244851,-4.56155706635416,-4.91214233308304,-0.0995146613834752,5.30355816271928,-0.0174139026245607,0.494163431489425,-4.57541486244851,-4.48973858269532,-4.60024832921041,-0.328841400562271,5.89084297148502,-0.0474258673445522,0.478966346788002
"bc6f21affc11d8c4a5d6454f728e4add",7.8517655658514,14.5547080013517,0.551838351722636,0.50136583150789,-1.05224036571323,0.784987519877665,-1.35621732196529,0.266326060505119,-1.08906319520137,2.11521020775572,-0.513664154226932,0.547835806039626,-0.036724785040318,0.0506601468969236,-0.744192555504092,0.472704766345794,0.0480128893571526,1.91085496176392,0.0163980572856201,0.571465574286202,0.00839590263628645,0.103850323754368,0.0925161273098758,0.565565977381291,-0.00943916456624979,0.129865974567648,-0.0804873114990087,0.561964653753502,0.842031943940773,12.6778608776209,0.0734569695518155,0.543518320945291,-0.074539997209153,0.0763481694394855,-0.986709515652549,0.389365747249577,0.403590881585358,0.710504698176604,0.568730044732541,0.530507800242524,0.0735270045679347,0.261763321075225,0.280240539933648,0.596228808370729,-0.0737755998277095,0.480653039102478,-0.15777484001486,0.576799564022512,0.0270923011224236,0.120234164791418,0.216174940435652,0.562961085409165,0.991542125092024,0.953994016539117,0.989664643306295,0.98868348017172,1,1,1,1,0.978078855316699,0.990831172625387,1,1,1,-4.57098556386818,-4.05855825767689,-4.95850563733322,-1.1461886875977,5.39104112389746,-0.192583045400009,0.413483796918554,-4.57098556386818,-4.55007496441473,-4.99987437966438,-0.539720832848033,4.95503131398864,-0.0715869198009622,0.447470884135442,-4.57098556386818,-4.83951766873905,-4.47940588842106,0.464900565816504,5.2921883956563,0.0846867308000631,0.468468469420094
"c2ba82ad21732bcd0ef11c61560cf91c",-1.82239586463386,14.9431324421753,-0.125149644171413,0.722000713150123,0.814662197329938,0.805936640837953,1.0193005255929,0.344941492226908,0.194049279380965,2.17165925105468,0.0872631512841714,0.766665154514485,-0.0348952374200493,0.052012124499542,-0.672467920924936,0.519767681811085,1.76006866343763,1.96185033521623,0.900050961965279,0.393952847418421,-0.10598127478074,0.106621798381677,-0.997322231300424,0.347199523530265,0.118808586836524,0.133331734138281,0.892543592202716,0.403133270077339,-9.69701112706938,13.0161975190549,-0.747051053856857,0.475152234520521,0.0104529393336955,0.0783856885033984,0.139023026059607,0.717081329920492,0.501694125333193,0.729466080985944,0.690219155652848,0.516435907124077,-0.0509045712426594,0.268749051850953,-0.18596857963049,0.745689188287757,-0.250027800955127,0.493480324124356,-0.50939288281287,0.589003506594187,0.0880685809366043,0.123442878303407,0.714377294744674,0.491275149869075,1,1,1,1,1,1,1,1,1,1,1,1,1,1.31311746109655,1.0679366262269,1.7661988010757,0.978878416373643,4.92148347176857,0.170265522360683,0.396990741491297,1.31311746109655,1.27981358772429,1.97730447848392,0.233180762585456,4.18573504678644,0.03771689968335,0.460937549975292,1.31311746109655,1.19432910418727,1.34212184970642,0.447818428945526,5.40889774815463,0.070958423943007,0.461861863015007
"250a576e3788b3f444938c7b08afb2e3",6.33873901200099,12.0482001251064,0.528706920905844,0.6019876244369,0.134588182951489,0.649802574831369,0.208919487355696,0.818810413936092,-6.54954478459898,1.75094381057608,-3.74121582146973,0.000975687722322588,-0.00968206257222406,0.0419358181644551,-0.233047509048534,0.791310353638434,-1.9095864167797,1.58178116574007,-1.21358527919251,0.242819651521075,-0.00208731006866432,0.0859659625966744,-0.0133744923601218,0.86260377607834,0.0683198758158077,0.107501383805687,0.628789078808443,0.537638532820287,-4.14426190337254,10.4945702103848,-0.390112002692334,0.701020673318082,0.0611772839126353,0.0632000329039256,0.97005477911206,0.339401194189885,-0.583151313513418,0.588146652798879,-0.991366294460517,0.339167590892035,0.307699176239274,0.216684311181915,1.43058605623935,0.177272854254029,-0.102043424239696,0.397878405070679,-0.255416618642128,0.79697736605521,-0.172204429915054,0.0995282955279825,-1.7400024993873,0.0928159519592821,1,1,0.0536389278900233,1,1,1,1,1,1,1,1,1,1,7.2248214934273,7.27810832105789,7.16264337259314,-0.0956359775231856,3.70602904592206,-0.0195508581262484,0.490162037105703,7.2248214934273,7.2818715661158,3.2318814551174,-5.19062091949119,6.72716310832454,-0.772682111364426,0.190662110902671,7.2248214934273,7.43684539962688,7.17547060048996,0.106239142846659,3.83056207325014,0.026019139183409,0.488288288640537
"eedb6e6a512baecd8df273d5495ca5c0",-8.43852957945175,13.6035904926278,-0.622122896702419,0.489737315441923,-0.0562148113045284,0.733690346879347,-0.0874507962403244,0.562841878254215,-0.580971712809878,1.97698596697803,-0.297066033798033,0.557502784968237,-0.0215706855855183,0.0473496199730093,-0.466092111213032,0.488706045964984,-2.42809426527175,1.78598487776109,-1.37983214334599,0.265877065550604,-0.0580158941088837,0.0970639381257285,-0.607630524750948,0.491480986392732,0.162992911856279,0.121379524534621,1.36735399161121,0.291235762239041,-5.57603435817798,11.8493911169943,-0.488911237888504,0.51989519006103,0.0743094049728177,0.0713589878835132,1.05781785981436,0.358973350606337,0.449725796268099,0.664074810445188,0.697453527373151,0.463303126515433,-0.0680827133752779,0.244657675411072,-0.289795996660248,0.498607361866299,0.411128036157012,0.449243441529705,0.940443461659323,0.362242959013013,-0.19556426813594,0.112377131914545,-1.76367704881871,0.150530302759288,0.99438582214384,1,0.994002164181734,0.999543006282904,0.955930463601618,0.981294865337487,0.916372115469131,0.978848429093137,0.976330742415156,0.991999309739712,1,0.988107128600218,0.897485465221465,-4.87329964188031,-4.97581365990937,-4.71729579852185,0.346971515193705,5.15506151340376,0.0594919252714917,0.469039352068697,-4.87329964188031,-4.867090264636,-5.06595134900216,-0.145389620791864,5.1225104110496,-0.0317825724492511,0.488281264909271,-4.87329964188031,-4.74942359125292,-4.89625569163635,-0.0740898162641459,5.26605631974091,-0.009796839554221,0.493990384796277
"ed32eeb458a2b9bdee12e2db96fcb98b",14.4387261485542,15.0522609602062,0.961194913914683,0.379215972695337,-0.655844652474151,0.811822332581756,-0.80626274936318,0.444581833332605,-5.33537118185878,2.18751870734022,-2.43990754412787,0.0321129281116265,-0.132280716732273,0.0523919649438557,-2.52928766865016,0.0175293035802432,-0.377732181490823,1.97617757353182,-0.188095345347985,0.753622986731621,0.114833132032319,0.107400448968641,1.0680653518418,0.317988772049869,-0.07569052050808,0.134305445280126,-0.562942870076345,0.589204545145755,19.2971780148727,13.1112537832719,1.47257048307205,0.159526704009101,-0.0983065005141262,0.0789581330062033,-1.2474933759434,0.250602780710898,-0.115507038640772,0.734793314260484,-0.158048734057727,0.748293409673619,0.351993160120433,0.270711704987048,1.29983175747301,0.221040193209642,0.569868144232395,0.497084172022881,1.15071703860828,0.278773717394442,-0.148038891885266,0.124344371910778,-1.18812853325571,0.265614395992335,1,1,0.719832704855548,0.68749263824155,1,1,1,1,0.997911394281197,1,1,1,1,2.81564194352295,2.70169796456752,2.99127008716003,-0.220311202465877,5.5952166930957,-0.0327654081607662,0.481052936204046,2.81564194352295,2.88699278998011,-0.622582861550098,-3.47460016654774,5.79016026238429,-0.537329230407773,0.291829111493151,2.81564194352295,2.21974347730859,2.92908559814405,1.15265534739149,5.91740859112638,0.16790638086865,0.413461541146448
"645dd8b575c7e7c0952933bbe90b4bb9",-8.35961930673473,15.5023141638241,-0.539168732810952,0.521595571679221,1.38435175361458,0.836095313399247,1.66518870188771,0.172810535555667,-1.22929956594014,2.25292415073608,-0.552427262530958,0.560705647585504,-0.0188631810839067,0.0539584519805311,-0.350204727530848,0.589697616497365,-0.408365406783767,2.03526404899469,-0.208382780659764,0.593137571520119,-0.0101867177255413,0.110611655328677,-0.0940762579403117,0.571517802608252,-0.037438496114896,0.138321094229572,-0.271105956004347,0.544807532554817,13.3833854256281,13.5032720843237,0.997233060173858,0.392145562956751,-0.0195280008123392,0.0813189318792147,-0.241028997632113,0.649909173251714,-0.259568385504157,0.756763175529445,-0.349674928630003,0.588507626059243,0.102863667657902,0.278805815925489,0.366508226036976,0.581577841972087,0.969698861926876,0.511946678371799,1.90473565315697,0.102981349814478,-0.00114273402688708,0.12806219098648,-0.0130363127344815,0.616256300931976,1,0.928580203698396,1,1,1,1,1,0.986696809394847,1,1,1,0.902667218787043,1,-4.59617752985924,-5.13516333142087,-3.92638840084367,1.41162002459672,5.83934761816282,0.218983552911113,0.391493056350028,-4.59617752985924,-4.58471342105413,-4.77952532061568,-0.533116643585888,5.21304717326701,-0.0974015826151162,0.45312506013283,-4.59617752985924,-4.10874486185112,-4.76057571047164,-0.678489309317763,6.0668898823407,-0.101335182957495,0.445045046717196
"0f898170dbe4592000abdcde0dd2ba2e",-5.07897870195559,8.74829509792835,-0.578677662170779,0.566867998079945,0.742977603807386,0.471826880446035,1.58221620969632,0.127731952188107,-4.17080509680394,1.27137439582291,-3.28628791877734,0.00422810506231218,-0.0059038189877797,0.0304499351493364,-0.196889130096761,0.816061974067721,0.806817344409659,1.14854403766114,0.694998919641464,0.498423604540849,-0.00232282979971162,0.0624205774608627,-0.0379510370139094,0.83475840796272,0.0399052100108392,0.0780576201592185,0.517849117957642,0.61116365156955,-2.82858025076462,7.62019191024712,-0.377330104580582,0.701805913727034,0.0724095253407685,0.0458900526469666,1.59306142732373,0.125760303605974,-0.727905352218681,0.427058019132793,-1.68601628177415,0.10798756850704,0.300276778489781,0.157336222641304,1.91915919297575,0.0721743820248927,-0.0770065744646038,0.28890271281252,-0.274072860131211,0.783555793117403,-0.0417503817356822,0.0722682965780272,-0.587347374071747,0.56404461767034,1,1,0.216719990293685,1,1,1,1,1,1,0.999458738696439,0.969710665974528,1,1,7.51318187283335,7.38627486777975,7.66937295941743,0.560876232480498,2.4293294770998,0.17113768975722,0.406132485491872,7.51318187283335,7.55943852025263,6.28192552336328,-1.67220456827736,3.13414714509842,-0.357602327378677,0.246094185040067,7.51318187283335,7.55598520443586,7.49024318332141,0.0842899759336824,2.39691400629659,0.0281036595735816,0.482572115909767
"b5c3abd1c966bb0457d8dfe34c35b160",-5.06085819932845,17.5836742873435,-0.29404401725081,0.653086396863826,0.844283726896028,0.948350517775868,0.897628136797948,0.399803341127597,-1.8362634728952,2.55540457005299,-0.730195662075178,0.508813181482484,0.0380291133768272,0.0612029813515841,0.624482906045314,0.540222132934431,-1.25252314787,2.30852115033092,-0.543177914421056,0.591005334395144,0.131600178386602,0.125462514765833,1.04946055443279,0.319045436659444,-0.147956386104317,0.156892257652568,-0.94212595514976,0.373209819127237,21.3454457208235,15.3162383135161,1.39477711703538,0.199349868022065,-0.00405856668622971,0.0922369135632369,-0.0361632294446015,0.742963428757727,-0.125205401766928,0.858367147675135,-0.148680241190252,0.740352810921089,0.430114643247624,0.316238634106066,1.3709898855379,0.204097541316864,0.262963775772271,0.58068128086217,0.44752472678679,0.616844504252617,-0.211226068711529,0.145255981205994,-1.46034057103061,0.181352980788456,1,1,1,1,1,1,1,1,1,1,1,1,0.985441035083084,1.65996422149325,1.58607446924599,1.74947883966721,0.491577600299061,6.68513928769958,0.0686578906325008,0.459647093138303,1.65996422149325,1.69504307892581,0.973177606572802,-1.24236884812773,5.83454679458359,-0.186644008658294,0.386718901837579,1.65996422149325,1.58443207704117,1.66810224132658,0.566129518976198,6.85812336235873,0.0868405931534134,0.457657658939666
"ca39c1dfb5e738c293917a0ab7391c33",-15.5775562425997,17.7336677479055,-0.882376733347211,0.417836315548204,1.79774980032751,0.956440202199187,1.88868278055287,0.11139189592229,-2.06325805234734,2.5772028568237,-0.811672401058311,0.463788135233472,-0.0211626566836677,0.0617250592074193,-0.343967618157331,0.634874692323721,1.17397241604125,2.32821345527586,0.512302356584371,0.575404575437103,0.0399140465629059,0.126532743686878,0.312816397932903,0.645136029592652,-0.153857043788233,0.158230590715166,-0.975364178905189,0.382764694873995,31.9569439285266,15.4468899367147,2.07808152530912,0.0743676040227512,-0.0439779780133167,0.0930237191893439,-0.476512714429721,0.600412023744165,0.512971414049509,0.86568924980286,0.597595904327667,0.522972376962042,-0.0179216332855794,0.31893623452324,-0.0600053417505146,0.651627969831214,1.65488476798331,0.58563464802405,2.83781249663023,0.0122832202288869,-0.0119157840881649,0.146495053707701,-0.0771263239420736,0.677812319797159,1,0.915712096556509,0.991038966793248,1,1,1,0.998651981376738,0.848459957165198,1,1,1,0.429514759050347,1,-4.0994076172064,-4.82390853786638,-3.13943927733911,2.09683792512439,7.24736594965788,0.279787766961522,0.375759329821229,-4.0994076172064,-4.05944947651528,-4.9428613841883,-1.45982131795739,6.08842414868924,-0.230107607510949,0.392996250434203,-4.0994076172064,-3.86904018620258,-4.18632186639297,-0.500976992267122,7.50390905879294,-0.0663084633229889,0.468149039424038
"7d669e880492b330a9c9c649f65c2ba6",-12.3870904573054,15.7868531901944,-0.791518755001313,0.440881809922239,0.295198578823796,0.85144152196613,0.349440732454062,0.63389705426305,-1.40905200173986,2.29427570880426,-0.623678304812431,0.541875858910464,-0.0433400648526198,0.0549488386562712,-0.788635583978003,0.473471329937936,-0.65763587666572,2.07262053943782,-0.313279545775141,0.667082506903682,0.0456938143651601,0.112641889807209,0.404481956198339,0.613697536044409,0.0252091308741322,0.140859924823678,0.181863796428821,0.639525894042302,4.95043912321702,13.7511194605982,0.361496953643144,0.608298999011746,0.0586033895504575,0.0828115096619807,0.712466047922708,0.489000398933526,0.57487824664713,0.770653273155033,0.749751989772097,0.483197416485976,0.0554444591846444,0.283923189665401,0.192414446155009,0.646647157429691,-0.0318267801967775,0.521343263157659,-0.0613680938910622,0.650679401586627,-0.139451064480642,0.130412723349137,-1.0726678115797,0.325075751284995,1,1,0.98675231422962,1,1,1,1,1,1,1,1,1,1,-1.79717301116919,-2.01175315467048,-1.5623880326673,0.372078898359752,5.90938310246287,0.0558383048560436,0.469039352068697,-1.79717301116919,-1.73546564313424,-3.1692466817444,-1.71993107365236,5.8333213830842,-0.270086953858307,0.37354102648589,-1.79717301116919,-1.73947016978833,-1.8166179401658,-0.19742252161279,5.80172319296525,-0.031980070563888,0.485885886310496
"494975433cf1f940b003816db0232f8b",-6.8818991511691,15.3215701572133,-0.452208404506163,0.512325456041357,0.667866278681071,0.826347141916249,0.821502770069308,0.447002952914307,2.06649173146216,2.22665694099623,0.929463434849896,0.384360873768982,0.0206463582540436,0.0533293415974998,0.389561100124798,0.526946447735513,-0.972507811137099,2.01153457384416,-0.497061670604089,0.523390783798508,0.0462589200902129,0.109322016017367,0.426884510750567,0.51686096096623,-0.0600094800715975,0.136708386055448,-0.441552223097339,0.56420392145526,7.29079758511252,13.3458352350195,0.550938786697749,0.535631708833864,-0.0122716753019122,0.0803708212032322,-0.148075333510813,0.558269837387292,0.204763219884386,0.747939950367369,0.276951702539776,0.546722379034282,-0.0515808131433774,0.275555173492094,-0.195973877379843,0.555243124870349,0.246272676998424,0.505977808637762,0.485300569352508,0.554815567425039,-0.0152474228957268,0.126569093036739,-0.12787864292286,0.605999581678083,0.996542529765057,0.994119577929604,0.998081532451552,0.992420533425593,0.992360329661588,1,1,0.993659995018312,1,0.997612142904018,0.99903568545927,1,0.999382108156317,-5.03385979400008,-5.42868158487206,-4.58609733635277,1.01129553088173,5.21130260856924,0.161310073317933,0.419560185761329,-5.03385979400008,-5.0921899534214,-3.1474027406647,1.67123105570079,4.79231499156596,0.288152889986641,0.363281437894222,-5.03385979400008,-4.71065712858855,-5.13145298277582,-0.663033864325856,5.61015059806453,-0.101988291551049,0.448918270784352
