"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","A_HS_DENTAL_VISIT_LAST.Est","A_HS_DENTAL_VISIT_LAST.SE","A_HS_DENTAL_VISIT_LAST.t.val","A_HS_DENTAL_VISIT_LAST.pval","PM_BIOIMPED_BMI.Est","PM_BIOIMPED_BMI.SE","PM_BIOIMPED_BMI.t.val","PM_BIOIMPED_BMI.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","NUT_JUICE_DAY_QTY.Est","NUT_JUICE_DAY_QTY.SE","NUT_JUICE_DAY_QTY.t.val","NUT_JUICE_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","SALT_SEASONING.Est","SALT_SEASONING.SE","SALT_SEASONING.t.val","SALT_SEASONING.pval","NUTS_SEEDS_SERVINGS_PER_DAY.Est","NUTS_SEEDS_SERVINGS_PER_DAY.SE","NUTS_SEEDS_SERVINGS_PER_DAY.t.val","NUTS_SEEDS_SERVINGS_PER_DAY.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","A_HS_DENTAL_VISIT_LAST.pval.holm","PM_BIOIMPED_BMI.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","NUT_JUICE_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","SALT_SEASONING.pval.holm","NUTS_SEEDS_SERVINGS_PER_DAY.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap"
"7e464b9b7f9ca86103a675a09263efec",-88.5459864553299,42.7320989928618,-2.09272126799085,0.0671517665788572,0.165922162174835,0.748836413412571,0.230443577663225,0.707450288219102,-0.461156966010614,1.71572553299851,-0.278663490734674,0.770570570662733,0.00747944040998887,0.0603651118055935,0.12627534964697,0.795787940937097,-0.424408880437514,0.403682838690097,-1.06430081175356,0.331079478726526,1.6181725495269,0.723995625496034,2.25900791695129,0.0445764969835633,-0.684814227968335,0.281168555095697,-2.46178120285815,0.0273544869454397,-0.0950941100651745,0.121782556268288,-0.790283742887092,0.463483743960008,12.4910008634916,11.6586343874673,1.08012931470878,0.338587457358729,0.459760037522181,0.259974719758532,1.78682324966384,0.110756039263063,-0.337034366697053,0.719932555731769,-0.455561364760822,0.643216218734896,-0.144777888817618,0.238289973432064,-0.598913277368718,0.561482181566852,0.665210744444125,0.440417353789305,1.50313686522616,0.156728293936986,-0.340764675595989,0.472681950073789,-0.723994005383719,0.499951910185697,0.389611724437633,0.185109217830866,2.12945819416329,0.0502829373742232,0.868974233222345,0.425903489086474,2.05510992877557,0.0640537539203763,0.0710748861205835,0.560707209668072,0.131535638820317,0.81727860028267,0.880024115433147,1,1,1,1,0.840694101542863,0.734374169280548,1,1,0.971643311043416,1,1,1,1,0.955089052725516,0.943423563348782,1,1.82843056542535,1.78341488879799,1.86654097973127,0.290950269625903,3.1985613901761,0.0670154252933636,0.451286765571428,1.82843056542535,1.86763224485659,1.56210908601252,-0.252711138202427,1.94401308667273,-0.0934790106519493,0.42578134649973
"41f01f3e3cbf6beb908ae1ebb553208e",-4.86140591769531,61.9577810997879,-0.0749608881363085,0.577876671243692,0.992480328888939,1.08574686653039,0.922688406913093,0.413815593855336,-1.19308464998767,2.48765095809115,-0.49315660272666,0.535887553886551,-1.31533101766401e-07,0.0875240971415878,0.00852563757601428,0.601050945072482,-0.429356632977778,0.585304572974055,-0.751020291334907,0.468485465991461,-0.139517298925422,1.04972991121219,-0.136306582375552,0.594990191115508,-0.000965568370037269,0.407669648796631,-0.000623729565510413,0.615395201889525,0.046100328177498,0.176573983981073,0.2627129220543,0.614487764872607,-3.45922645560144,16.9039933522064,-0.209414822720056,0.620861352205122,0.00310523448185598,0.376940453614706,0.00376114449507383,0.583932654562898,-0.508649256863404,1.04383881779575,-0.485905711939836,0.560646610952454,-0.177298050137432,0.345499480721607,-0.513446143524584,0.521727435202546,0.23732590157177,0.638566385498259,0.366129143251486,0.562313352426773,0.146269993854092,0.685347209304761,0.220551881655935,0.598322226187656,0.0544707955112633,0.268392067514249,0.209726690693094,0.559605464246567,0.437889381509652,0.61752255958369,0.726564747668263,0.462244752305584,0.029934462719327,0.812976085342553,0.0274802933249812,0.587799046876194,1,0.989756497358987,0.986346588619376,1,0.999025206130511,1,1,1,1,1,1,0.993688669111309,0.995123092559439,1,1,0.996625461189115,0.992284417601289,-4.62412306427704,-5.03904158946328,-4.17165702021498,1.17331577683825,5.61790161741429,0.194042822794834,0.410197521153942,-4.62412306427704,-4.58813549245212,-5.33591633606324,-1.1035094493959,5.71864055742963,-0.168460967117102,0.42578134649973
"bc6f21affc11d8c4a5d6454f728e4add",65.2895657245486,59.5153058087092,1.12256178405387,0.337297666237651,0.406444195111742,1.04294498036221,0.379044468291749,0.560523387038096,-0.931647277080607,2.38958375991018,-0.396772918683575,0.592015300551849,0.00701188438135605,0.0840737565895593,0.0814562610358164,0.608817897349929,-0.397884350599973,0.562230926179925,-0.720188720013255,0.511023982974193,-1.0443423080032,1.00834787129839,-1.05733221820849,0.361874832148381,0.359781714011127,0.391598656155612,0.943564451645386,0.412850077423441,0.0874682943299623,0.169613153795329,0.516075328389367,0.564294078081996,-10.2629627798504,16.23761077119,-0.641933975816677,0.502916641872808,-0.391997903304611,0.362080855226586,-1.10542473634167,0.345153100461973,-0.793942465774427,1.00268901425084,-0.791019570603873,0.460296953186532,-0.126288198163155,0.331879336007517,-0.383075800232302,0.588997246116364,-0.116882049672825,0.613393072467875,-0.211722105831407,0.627665668658085,-0.293661220657722,0.658329721027694,-0.429892597380816,0.545261432391962,-0.0294755131447187,0.257811620932902,-0.127067019102797,0.608121820271578,-0.133645384561929,0.593178827986239,-0.235902632697546,0.639229227069391,0.140114466209552,0.780927261684892,0.181909802199975,0.594037702246593,0.969686610537209,1,0.993926052127225,1,1,0.973697591048368,0.980192408729252,1,1,0.973902589159889,1,1,0.984955327434176,0.996552448000952,1,1,1,-4.20738102403264,-4.25131177007979,-4.16003588414098,0.000132331761904858,5.56296864271947,-0.000102904382869247,0.5,-4.20738102403264,-4.15874715380205,-4.87888064222475,-1.04503164614548,5.32158358553918,-0.163524644144625,0.42578134649973
"c2ba82ad21732bcd0ef11c61560cf91c",-5.53084853774356,58.2899003959899,-0.0995926441041966,0.797045104990039,0.108981343440505,1.02147100141279,0.103577119688423,0.764130171256036,0.87294533541161,2.34038282186995,0.378015691183937,0.666553442992676,0.0439744592411378,0.0823426987550651,0.552873254153376,0.568528147802632,-0.10071621217131,0.550654730598348,-0.186423932812614,0.759055677868144,-0.0841782977163784,0.987586238259578,-0.0850065212448051,0.785107384809069,-0.000748121356829435,0.383535736771328,-0.00534621723579111,0.791449485078758,0.0593554635410773,0.166120860948894,0.361263132787364,0.698801628209523,-7.85057919570129,15.9032823852686,-0.496471654111516,0.621883032240381,0.0354401686403147,0.354625700055868,0.102697741416939,0.792066978887511,-0.162269730172756,0.982043895677703,-0.163025511742167,0.762218834970447,-0.207713459851334,0.325046022640693,-0.645309323968133,0.540716851498775,0.309092638867685,0.600763460960165,0.5102139171312,0.626414110425382,-1.09133349438306,0.64477487505086,-1.68728947447121,0.1318370642034,0.0571002268720824,0.252503343482921,0.23637361667029,0.768610860265083,0.127880268466755,0.580965422768074,0.228001252021537,0.722609703626187,0.40575807981905,0.764848162696735,0.543473473155078,0.593191906426645,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987915573999993,1,1,1,1.63019298184495,1.58735151694921,1.66271163641268,0.150487750108967,4.78884996064917,0.026138628273674,0.485530546878429,1.63019298184495,1.57062797882821,1.99373055138407,-0.10284994362684,4.15240379389721,-0.0150612413366722,0.49218750993648
"250a576e3788b3f444938c7b08afb2e3",40.2521431081483,43.4342768202654,0.919909002916918,0.372624301077683,0.669540544440435,0.761141363046301,0.886593034382766,0.388606927900266,-6.47516994401903,1.74391849462632,-3.70764795510179,0.00141967180485671,0.0157815392592559,0.0613570369405069,0.256681189641924,0.795638914150902,-0.103182592598478,0.410316192663158,-0.258819178379818,0.795474148289061,-0.488011697169037,0.735892388990976,-0.653580891822058,0.527321638603226,0.188526100437318,0.285788742959258,0.654408064048098,0.525693294478086,0.0500603001319493,0.123783698566269,0.394704417690814,0.697386718508442,-1.94528388357525,11.850210152703,-0.157761864037747,0.857731876504405,-0.213702671233774,0.264246648547483,-0.799605743667854,0.440553871569914,-0.124051223811164,0.731762554486225,-0.164535715624292,0.855957714791776,0.344760388315133,0.242205576451343,1.4256018309363,0.187844061863449,0.14735239176945,0.447654332733078,0.323900723735894,0.748434381929594,0.572666778317515,0.48044910386633,1.20129874410498,0.240890311357428,-0.0856242350568864,0.188150949724976,-0.464072196729007,0.641675000465428,-0.0792120223410857,0.432901974854756,-0.18747689179842,0.827608459163114,0.416563402484983,0.569920802718112,0.731919032911335,0.469336952819073,1,1,0.0728355771013206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.51325115125962,7.44550419657525,7.55350427704703,0.522762330792362,3.24195430108026,0.119992882911936,0.435002297901154,7.51325115125962,7.60539525246749,3.01062632769592,-4.80419308227436,6.49390038392657,-0.811910847663336,0.155642849836768
"eedb6e6a512baecd8df273d5495ca5c0",-0.88266677951099,60.4261038031129,-0.00792007418486654,0.613064235990578,-0.258874011038338,1.05890578546065,-0.246171155760287,0.602717825453206,-0.644999199358213,2.42615297628927,-0.273842761086545,0.607389777740684,-0.036735208341255,0.0853603871099482,-0.422044234298174,0.528815639921467,0.445410594021129,0.570835079229266,0.786579604320068,0.44014635063558,-0.208894454280133,1.0237792163341,-0.216389609386112,0.616810150108691,0.083573499447867,0.397591522457671,0.222595885748584,0.618294804810419,0.0896568915702453,0.172208844403016,0.522623489245348,0.54378096053408,-7.75492465825729,16.4861045514596,-0.474346672404701,0.561130028834578,0.0604300131143377,0.367621993128361,0.158487534543597,0.590587189012281,-0.381681438656228,1.01803375844363,-0.373254371077719,0.608592851982932,0.129722508682334,0.336958282162834,0.381190355777492,0.536005816455567,0.58390692830034,0.622780190161273,0.955688194448173,0.391068058979411,0.395337400319033,0.668404530884097,0.591017870228288,0.549308895539248,-0.297260631046293,0.261757064950856,-1.14420845790207,0.324942782223136,-0.511843956984325,0.602256595117087,-0.857501167971495,0.429317708120325,-0.497008477546993,0.79287825435901,-0.636353975792316,0.51740717822299,1,1,0.993149650905947,0.998618733254019,1,1,1,0.999623621152375,0.995050394531001,1,1,1,0.994691606728561,0.994992336368234,0.978369722020941,0.993825437246422,0.998982318814121,-4.23249444489611,-4.23245779572244,-4.23484680607891,-0.128210687759978,5.71557144791011,-0.022818176912219,0.488970588429501,-4.23249444489611,-4.18266616923593,-4.98449099968997,-0.857189136681337,5.14275276726265,-0.14513019684888,0.431906702321737
"ed32eeb458a2b9bdee12e2db96fcb98b",159.414926390063,53.9939676002921,2.96457810244934,0.0091611898149795,0.724885657250582,0.946189164507724,0.777992193124285,0.460751097186173,-4.56209950359394,2.16789792739154,-2.11592704282727,0.0626903979385497,0.0228458553587338,0.0762740882811229,0.309244332611727,0.703984739454239,0.267940914075818,0.510071787408993,0.511895419175683,0.616335810510958,-2.70464851420719,0.914801689294881,-2.96579062211292,0.00873170893442664,0.960795166001256,0.355269369206366,2.71334421043183,0.0155885912547025,0.169880660585609,0.153877847154878,1.10102132939822,0.299113816431041,-16.2896056950025,14.7312194396469,-1.1025500547825,0.300660693943519,-0.97828936696311,0.328489985897534,-2.99058087720666,0.00948654775405359,1.25301678839823,0.909667814236552,1.381433486832,0.191226960942061,0.6015608291018,0.301090314031018,2.00584756359838,0.0655081298137061,-0.0664234229462928,0.556487532594137,-0.129271244484712,0.814501111970753,-0.30204272504769,0.597255330279711,-0.502985098697984,0.622368689258143,0.0293476048550037,0.233893989428059,0.125994781596667,0.741045802712077,0.064200208180803,0.538148598654792,0.121237786444931,0.809116716284799,-0.135471742044572,0.708479284322666,-0.192441146735908,0.840900306222317,0.439032243990342,1,0.888628568830625,1,1,0.425152693860622,0.615252897791246,1,1,0.435013323093727,1,0.965335222752659,1,1,1,1,1,3.019052599234,2.4009261838644,3.71416994887555,0.498892680792712,5.04480882525087,0.0844841062108788,0.460266422384302,3.019052599234,3.20137062712157,-0.690538585825449,-3.83925571962706,5.17669912449799,-0.603709985695314,0.242187946543877
"645dd8b575c7e7c0952933bbe90b4bb9",-65.6259573644488,61.1218535841989,-1.09496910913662,0.341634286516462,0.00317819129279825,1.0710980901445,-0.00812617466071639,0.614856301082792,-0.189521229311382,2.45408784708011,-0.0835060975390314,0.61659119202877,0.0540884894485301,0.0863432317235719,0.639104443190931,0.494890551506756,0.0801329322296954,0.577407708546953,0.151191922550953,0.604731758089259,0.602673078617922,1.03556707159555,0.599890018502939,0.532167966602842,-0.39302622053759,0.402169415078597,-1.00529970898393,0.377996198099039,0.209501538862006,0.174191667359546,1.22757939804437,0.302135865602351,-12.1920952380145,16.6759265474303,-0.748421897494659,0.470788017858763,0.393696151696456,0.371854814792237,1.07989281143834,0.344377145764343,0.0993154351415187,1.02975546015855,0.0890068945856553,0.589685425001914,-0.315971873853429,0.340838040020693,-0.927532247199703,0.414192854723838,-0.256328987017226,0.629950918599784,-0.40323511605981,0.558387264674308,0.347949429451665,0.67610058071638,0.527224188633415,0.538959276424332,-0.0444942352704958,0.264770951486229,-0.159343591932409,0.59036370526492,-0.139572022265144,0.609191013652089,-0.228370530200788,0.600815415261601,0.612568312796737,0.802007502104249,0.753720907609142,0.466880438412393,0.99631884955111,1,1,1,0.998326326318251,1,0.995003864212126,0.980100558228196,0.99989605313116,0.994637205556369,0.999554976050149,0.992265866148245,0.986566875957084,1,0.996851191797188,1,1,-4.33169375878975,-4.49770228456094,-4.12544856715425,0.467058378792273,5.87829120372938,0.070675615291962,0.471966912259631,-4.33169375878975,-4.30390402922857,-4.65426476398132,-0.614282291815108,5.21062478887563,-0.0965879196338791,0.449218815244335
"0f898170dbe4592000abdcde0dd2ba2e",-39.2787962952975,26.1527299678661,-1.4994638066338,0.145530680367848,0.543057834406533,0.458299895667557,1.17912898895715,0.249468057842219,-4.29132084762234,1.05005154488148,-4.04080987201438,0.000447501034128118,0.0473667643533781,0.0369444166268417,1.27240627359818,0.215714662863837,-0.236148809031269,0.247060371986111,-0.965494798916173,0.345543587288831,0.811015237648238,0.443096935038856,1.82961066466643,0.0769939789129062,-0.311086983981044,0.172079665407992,-1.81026656084092,0.0803371594650679,0.00222059159819347,0.0745328777182939,0.0306656254385871,0.900643970476969,-2.16162623271681,7.13527123908525,-0.286875530132154,0.762010297885127,0.298867857606935,0.159108698251689,1.87814639676775,0.0699033924889194,-0.961718011107013,0.44061027117516,-2.18264035286247,0.0362061713831489,0.169008752273562,0.145837285696164,1.12447182976775,0.294089198848926,-0.00889918818162299,0.269542484415237,-0.030553494692412,0.895778659044422,0.669977474706674,0.289288934836296,2.33648304499261,0.0270198515197139,-0.0532809198332227,0.11328981029699,-0.467810822137763,0.646604504981375,0.040057717579554,0.260659766427836,0.138283011183296,0.842541815233562,0.310986229889188,0.343161805553579,0.915694784181423,0.370008048358372,1,1,0.025607165306145,1,1,1,1,1,1,1,0.989362883492709,1,1,0.906156284202436,1,1,1,8.07119289706377,7.76460888852409,8.38829824003348,0.566707661228558,2.37242959068124,0.209649533235778,0.388786766765057,8.07119289706377,8.1940645364604,6.36460670747241,-2.19187285942204,3.04460748626193,-0.634461934952753,0.175097985768232
"b5c3abd1c966bb0457d8dfe34c35b160",49.9776088152363,75.2508990527725,0.672507354845447,0.529391858739356,0.0246297424493089,1.31869518888278,0.0205343362372297,0.780949634566774,-1.23449196737411,3.02137952332981,-0.407321338387932,0.669586105739481,-0.124288106991799,0.106302499569489,-1.17068597263606,0.277646173565317,0.514611290005926,0.710882387234934,0.72260516686063,0.486022177273658,-0.986493419907841,1.27495075161067,-0.78222191363543,0.468810893190342,0.46180899805009,0.495135672129154,0.94264181834362,0.383003562591852,-0.0204961556499175,0.2144581488886,-0.0976246137848081,0.793372211046324,7.83846052641468,20.5307658659837,0.383887862679547,0.678106185854392,-0.300167271807269,0.457813490418294,-0.663543815078859,0.532751638720745,-0.234636831249289,1.26779571687376,-0.182613032271314,0.744180537702155,0.551950977344986,0.419626818215025,1.31499049382571,0.217313328259992,0.472612393954888,0.775571586984864,0.610952992460254,0.557710761953348,-0.604271643739117,0.832389293935972,-0.727882011057045,0.498711699488222,-0.119169030328246,0.325975914898424,-0.369784193152947,0.684583157755218,-1.25147018025675,0.750012782400966,-1.67749373133458,0.127075504967612,-0.315254261917411,0.987401101919708,-0.321137948819325,0.706776161177546,0.999984906879764,1,0.997402706411716,1,1,1,0.999668913304193,1,1,0.998444234385004,1,1,1,1,1,0.999943565115442,1,2.23830365301049,2.70362733644911,1.88171072146593,-0.32244699068375,7.36054681238436,-0.0404799748777139,0.474965549361829,2.23830365301049,2.36663122764388,0.882847254726936,-1.97973920800265,6.85461875961138,-0.247783682850915,0.335937733785496
"ca39c1dfb5e738c293917a0ab7391c33",-29.8800789594848,68.5534865973595,-0.444946793119911,0.593688325609282,1.64185468447571,1.20132987240034,1.37572979734308,0.244241121138647,-1.08302248256532,2.75247343573758,-0.402530780925282,0.592697156857036,0.0149409861497787,0.0968414606500873,0.155901005452481,0.645948322296957,-0.239300363077098,0.64761307597711,-0.374681577024457,0.595488526651303,0.00423464416949337,1.16147873796885,0.00911290701183851,0.685991379005156,-0.059539812524457,0.451068054873026,-0.141100525841958,0.643624819238965,0.113091671240171,0.195371138691897,0.586491835267339,0.572893563623908,3.0022024374723,18.7035052118143,0.163450124655692,0.675967619827521,0.128819034836107,0.417067588222052,0.316405710294133,0.650554871025051,0.793688127215361,1.15496050916209,0.696278661137754,0.495818410907672,-0.144796880130328,0.382279571679568,-0.38646692913558,0.617642049859531,-0.106139487623628,0.706544866080252,-0.145245752475852,0.692147974725456,0.921791759494806,0.758305734867134,1.22108168536005,0.278804004462425,-0.109011907486162,0.296963701355642,-0.364682906157673,0.634170341245134,-0.214989514868777,0.683260823104792,-0.311983990219854,0.654100905162114,0.0301644223236772,0.899521322120028,0.0362526820013997,0.666166793907709,1,0.981133514330315,1,1,1,1,1,0.99983830919625,1,1,1,1,1,1,1,1,1,-3.84807235147536,-4.60541272986455,-2.78977543379287,2.0022170499051,6.60368739603461,0.27495731508624,0.376665137816723,-3.84807235147536,-3.76079707141629,-4.82443697838574,-1.75761222199397,6.03303323260247,-0.249614453492124,0.37354102648589
"7d669e880492b330a9c9c649f65c2ba6",22.4155979659948,57.2830341729709,0.397260240740333,0.597622459992914,-0.820233938297316,1.00382669867546,-0.82378596005716,0.458008190182483,-0.0529725866728451,2.29995639471419,-0.0299791936648144,0.711140769999802,-0.00602633161963349,0.0809203583234384,-0.0701380779744241,0.729532142340803,0.332499448157147,0.541143037405897,0.614473902134687,0.535533185191894,-0.486593244981151,0.970527241437369,-0.506596041323233,0.573257996821446,0.349445935969909,0.376910760985602,0.938790362612917,0.39626139392159,-0.105831378806963,0.163251384715584,-0.665353818441724,0.515175995178865,4.94674629727654,15.6285782296588,0.326775218261846,0.650763586854977,-0.137567904630115,0.348500099621228,-0.401187380536423,0.589904810036546,0.50100865853557,0.965080634094433,0.51268874675737,0.571304822813679,-0.275021335866663,0.319431364545547,-0.868648098617687,0.432400820068354,-0.719284259852678,0.590386218371731,-1.22840704753873,0.297044148941773,0.0107165966668645,0.633637404601781,0.00806340134303678,0.673335303530846,-0.171610718769194,0.248141745915843,-0.69618426826727,0.486036021137138,-0.298687192536589,0.57093016010759,-0.518492382078104,0.583666480151999,0.206982725418655,0.751636615318443,0.290322291582127,0.632122484298046,1,1,1,1,1,1,1,1,1,1,1,1,0.993970519882025,1,1,1,1,-1.24849488047045,-0.881388564384379,-1.60390498009951,-0.802337697738539,5.28394120151161,-0.137212419454762,0.426734038983044,-1.24849488047045,-1.14675418479101,-3.1995689156938,-1.75936089419692,4.94953797352343,-0.328448310265366,0.34765646353738
"494975433cf1f940b003816db0232f8b",-32.9401126364387,54.6023075132861,-0.599170141380563,0.46595279542916,0.46692663986895,0.956849700482291,0.509277187052065,0.481403833198196,2.06417972184866,2.19232322701561,0.954135085606269,0.372735024340808,0.00316512843870435,0.0771334541379188,0.0386898618774581,0.552962026352175,0.117488811893166,0.515818670636211,0.234771944513407,0.519218893302444,0.412445166773619,0.925108588469103,0.439209076095601,0.496618599317081,-0.158101352202198,0.359272122601937,-0.435113712667634,0.489141409290721,-0.0980141392676735,0.15561156001782,-0.624473400093437,0.484984036175104,8.8108021882325,14.8971933280366,0.578497076636482,0.514446150571688,0.155444303851727,0.33219102100056,0.466159600941395,0.49505465854048,-0.489104930405168,0.919916871002722,-0.541437061431915,0.501731615970811,-0.174791751773257,0.304482642166578,-0.581858249908046,0.520975133710918,0.0749774024124952,0.562757373322766,0.133230922063874,0.568119880186928,0.0703817572293077,0.603984494143854,0.114713890955618,0.483694561079744,0.0888652933216299,0.236529229168761,0.373514441114008,0.543917628865787,-0.256631375093194,0.544211818051948,-0.508166992476161,0.482456429042946,-0.0186384490104724,0.716461587630574,-0.0316945951122789,0.58872244269859,0.995172125510409,1,0.986675784883184,1,1,1,0.995619020624285,1,0.996850886346766,0.999190107928795,0.99569781569961,0.995686899709647,1,1,0.997665337730407,0.981890667631783,1,-4.97931000173836,-5.31959369326085,-4.63336811757017,0.633648586749986,4.90399292004022,0.120672686676553,0.442555148083349,-4.97931000173836,-5.07095109248558,-2.90649307865506,1.5435434248527,5.10372213496109,0.25302213104794,0.359375194172053
